"","team.A","team.B","p.A","wins.A","update.A","update.B","elo.A","elo.B"
"918","한국도로공사","현대건설",0.48,1,8.77,-8.77,1521.61,1515.25
"919","삼성화재","우리카드",0.45,1,9.37,-9.37,1490.26,1507.36
"920","삼성화재","우리카드",0.48,1,8.92,-8.92,1499.18,1498.44
"921","삼성화재","우리카드",0.5,0,-8.52,8.52,1490.66,1506.96
"922","삼성화재","우리카드",0.48,0,-8.1,8.1,1482.56,1515.06
"923","삼성화재","우리카드",0.45,0,-7.71,7.71,1474.85,1522.77
"924","흥국생명","KGC인삼공사",0.57,1,7.26,-7.26,1578.46,1512.7
"925","흥국생명","KGC인삼공사",0.59,1,6.91,-6.91,1585.37,1505.79
"926","흥국생명","KGC인삼공사",0.61,1,6.59,-6.59,1591.96,1499.2
"927","한국전력","OK금융그룹",0.69,1,5.32,-5.32,1533.97,1386.89
"928","한국전력","OK금융그룹",0.7,0,-11.9,11.9,1522.08,1398.78
"929","한국전력","OK금융그룹",0.67,1,5.6,-5.6,1527.68,1393.18
"930","한국전력","OK금융그룹",0.68,1,5.36,-5.36,1533.05,1387.82
"931","GS칼텍스","IBK기업은행",0.53,1,7.93,-7.93,1530.33,1491.31
"932","GS칼텍스","IBK기업은행",0.56,0,-9.45,9.45,1520.88,1500.76
"933","GS칼텍스","IBK기업은행",0.53,1,8.01,-8.01,1528.89,1492.75
"934","GS칼텍스","IBK기업은행",0.55,0,-9.38,9.38,1519.51,1502.13
"935","GS칼텍스","IBK기업은행",0.52,0,-8.92,8.92,1510.58,1511.05
"936","현대캐피탈","KB손해보험",0.64,0,-10.88,10.88,1530.87,1452.71
"937","현대캐피탈","KB손해보험",0.61,0,-10.38,10.38,1520.49,1463.09
"938","현대캐피탈","KB손해보험",0.58,1,7.11,-7.11,1527.6,1455.98
"939","현대캐피탈","KB손해보험",0.6,1,6.77,-6.77,1534.37,1449.21
"940","현대캐피탈","KB손해보험",0.62,0,-10.54,10.54,1523.82,1459.75
"941","페퍼저축은행","한국도로공사",0.27,0,-4.62,4.62,1345.72,1526.23
"942","페퍼저축은행","한국도로공사",0.26,0,-4.44,4.44,1341.28,1530.68
"943","페퍼저축은행","한국도로공사",0.25,0,-4.28,4.28,1337,1534.95
"944","OK금융그룹","삼성화재",0.38,1,10.59,-10.59,1398.4,1464.27
"945","OK금융그룹","삼성화재",0.41,1,10.09,-10.09,1408.49,1454.17
"946","OK금융그룹","삼성화재",0.43,1,9.61,-9.61,1418.11,1444.56
"947","IBK기업은행","흥국생명",0.39,0,-6.56,6.56,1504.5,1598.51
"948","IBK기업은행","흥국생명",0.37,0,-6.25,6.25,1498.24,1604.77
"949","IBK기업은행","흥국생명",0.35,0,-5.97,5.97,1492.27,1610.74
"950","대한항공","우리카드",0.61,1,6.69,-6.69,1604.62,1516.08
"951","대한항공","우리카드",0.62,1,6.38,-6.38,1611,1509.7
"952","대한항공","우리카드",0.64,0,-10.91,10.91,1600.09,1520.61
"953","대한항공","우리카드",0.61,0,-10.41,10.41,1589.68,1531.02
"954","대한항공","우리카드",0.58,1,7.08,-7.08,1596.76,1523.95
"955","현대건설","KGC인삼공사",0.52,0,-8.89,8.89,1506.36,1508.09
"956","현대건설","KGC인삼공사",0.5,0,-8.46,8.46,1497.9,1516.55
"957","현대건설","KGC인삼공사",0.47,1,8.96,-8.96,1506.86,1507.6
"958","현대건설","KGC인삼공사",0.5,0,-8.48,8.48,1498.38,1516.08
"959","한국전력","KB손해보험",0.6,0,-10.27,10.27,1522.78,1470.02
"960","한국전력","KB손해보험",0.58,1,7.22,-7.22,1530,1462.8
"961","한국전력","KB손해보험",0.6,0,-10.12,10.12,1519.87,1472.92
"962","한국전력","KB손해보험",0.57,0,-9.64,9.64,1510.23,1482.57
"963","GS칼텍스","한국도로공사",0.46,0,-7.9,7.9,1502.68,1542.86
"964","GS칼텍스","한국도로공사",0.44,0,-7.52,7.52,1495.15,1550.38
"965","GS칼텍스","한국도로공사",0.42,0,-7.16,7.16,1487.99,1557.54
"966","OK금융그룹","현대캐피탈",0.35,1,11.01,-11.01,1429.11,1512.82
"967","OK금융그룹","현대캐피탈",0.38,1,10.51,-10.51,1439.62,1502.31
"968","OK금융그룹","현대캐피탈",0.41,1,10.02,-10.02,1449.64,1492.29
"969","IBK기업은행","페퍼저축은행",0.71,1,4.94,-4.94,1497.21,1332.07
"970","IBK기업은행","페퍼저축은행",0.72,0,-12.26,12.26,1484.95,1344.33
"971","IBK기업은행","페퍼저축은행",0.69,1,5.24,-5.24,1490.18,1339.09
"972","IBK기업은행","페퍼저축은행",0.7,0,-11.98,11.98,1478.2,1351.07
"973","IBK기업은행","페퍼저축은행",0.68,0,-11.48,11.48,1466.72,1362.55
"974","삼성화재","대한항공",0.29,1,12,-12,1456.57,1584.76
"975","삼성화재","대한항공",0.32,1,11.5,-11.5,1468.07,1573.26
"976","삼성화재","대한항공",0.35,1,11,-11,1479.06,1562.26
"977","흥국생명","현대건설",0.66,1,5.84,-5.84,1616.58,1492.53
"978","흥국생명","현대건설",0.67,0,-11.41,11.41,1605.17,1503.95
"979","흥국생명","현대건설",0.64,1,6.09,-6.09,1611.26,1497.85
"980","흥국생명","현대건설",0.66,1,5.82,-5.82,1617.08,1492.03
